participant_id,response_id,item_id,correct,treatment,domain,prior_knowledge_z,confidence_z,crt_z,avg_knowledge,avg_confidence,crt_score,llm_familiarity_z,llm_knowledge_z,ai_truthful1,ai_helpful1,ai_confident1,ai_truthful2,ai_helpful2,ai_confident2,confidence,knowledge,ai_correct,said_ai_correct,said_ai_label
66ede43c37f73f556e9cdf22,R_5D1SyB2lT3vIx7C,legal_26,1,reasoning,legal,-1.2958735565727568,-0.7414379764595735,-1.7976907741237227,1.5,2.6,0,0.04267469186821812,-0.3665237221790089,3,4,4,3,4,3,4,1,1,1,said_correct
66ede43c37f73f556e9cdf22,R_5D1SyB2lT3vIx7C,math_16,1,reasoning,math,-1.2958735565727568,-0.7414379764595735,-1.7976907741237227,1.5,2.6,0,0.04267469186821812,-0.3665237221790089,3,4,4,3,4,3,2,1,1,1,said_correct
66ede43c37f73f556e9cdf22,R_5D1SyB2lT3vIx7C,finance_29,1,reasoning,finance,-1.2958735565727568,-0.7414379764595735,-1.7976907741237227,1.5,2.6,0,0.04267469186821812,-0.3665237221790089,3,4,4,3,4,3,2,1,0,0,said_incorrect
66ede43c37f73f556e9cdf22,R_5D1SyB2lT3vIx7C,medical_108,0,reasoning,medical,-1.2958735565727568,-0.7414379764595735,-1.7976907741237227,1.5,2.6,0,0.04267469186821812,-0.3665237221790089,3,4,4,3,4,3,2,1,0,1,said_correct
66ede43c37f73f556e9cdf22,R_5D1SyB2lT3vIx7C,misinfo_102,1,reasoning,misinfo,-1.2958735565727568,-0.7414379764595735,-1.7976907741237227,1.5,2.6,0,0.04267469186821812,-0.3665237221790089,3,4,4,3,4,3,3,2,1,1,said_correct
66a2812744e8026f80ef0879,R_1MbTWnZPi48Dt7g,legal_25,1,reasoning,legal,-0.9250942843058737,-0.7414379764595735,0.8854297842698936,1.8333333333333333,2.6,3,0.04267469186821812,-0.3665237221790089,2,3,2,3,2,1,5,2,1,1,said_correct
66a2812744e8026f80ef0879,R_1MbTWnZPi48Dt7g,math_19,0,reasoning,math,-0.9250942843058737,-0.7414379764595735,0.8854297842698936,1.8333333333333333,2.6,3,0.04267469186821812,-0.3665237221790089,2,3,2,3,2,1,5,3,0,1,said_correct
66a2812744e8026f80ef0879,R_1MbTWnZPi48Dt7g,finance_29,1,reasoning,finance,-0.9250942843058737,-0.7414379764595735,0.8854297842698936,1.8333333333333333,2.6,3,0.04267469186821812,-0.3665237221790089,2,3,2,3,2,1,1,1,0,0,said_incorrect
66a2812744e8026f80ef0879,R_1MbTWnZPi48Dt7g,medical_103,1,reasoning,medical,-0.9250942843058737,-0.7414379764595735,0.8854297842698936,1.8333333333333333,2.6,3,0.04267469186821812,-0.3665237221790089,2,3,2,3,2,1,1,1,1,1,said_correct
66a2812744e8026f80ef0879,R_1MbTWnZPi48Dt7g,misinfo_103,1,reasoning,misinfo,-0.9250942843058737,-0.7414379764595735,0.8854297842698936,1.8333333333333333,2.6,3,0.04267469186821812,-0.3665237221790089,2,3,2,3,2,1,1,1,1,1,said_correct
628f9cfbee6de7cc7322fecf,R_78sT20m5zc41l17,legal_29,0,reasoning,legal,0.37263316862821755,0.6107285459591014,-1.7976907741237227,3,3.8,0,-1.024192604837234,-0.3665237221790089,4,4,5,4,4,4,3,3,0,1,said_correct
628f9cfbee6de7cc7322fecf,R_78sT20m5zc41l17,math_14,1,reasoning,math,0.37263316862821755,0.6107285459591014,-1.7976907741237227,3,3.8,0,-1.024192604837234,-0.3665237221790089,4,4,5,4,4,4,4,2,1,1,said_correct
628f9cfbee6de7cc7322fecf,R_78sT20m5zc41l17,finance_23,1,reasoning,finance,0.37263316862821755,0.6107285459591014,-1.7976907741237227,3,3.8,0,-1.024192604837234,-0.3665237221790089,4,4,5,4,4,4,5,4,1,1,said_correct
628f9cfbee6de7cc7322fecf,R_78sT20m5zc41l17,medical_106,1,reasoning,medical,0.37263316862821755,0.6107285459591014,-1.7976907741237227,3,3.8,0,-1.024192604837234,-0.3665237221790089,4,4,5,4,4,4,3,2,0,0,said_incorrect
628f9cfbee6de7cc7322fecf,R_78sT20m5zc41l17,misinfo_108,1,reasoning,misinfo,0.37263316862821755,0.6107285459591014,-1.7976907741237227,3,3.8,0,-1.024192604837234,-0.3665237221790089,4,4,5,4,4,4,4,4,0,0,said_incorrect
67edb75b0744561f1cf6ff9d,R_7VGuTO8xFPrvVU5,legal_23,1,reasoning,legal,1.85575025769575,1.9628950683777768,0.8854297842698936,4.333333333333333,5,3,0.04267469186821812,0.8973511818865388,5,5,5,5,5,5,5,5,1,1,said_correct
67edb75b0744561f1cf6ff9d,R_7VGuTO8xFPrvVU5,math_19,0,reasoning,math,1.85575025769575,1.9628950683777768,0.8854297842698936,4.333333333333333,5,3,0.04267469186821812,0.8973511818865388,5,5,5,5,5,5,5,4,0,1,said_correct
67edb75b0744561f1cf6ff9d,R_7VGuTO8xFPrvVU5,finance_27,0,reasoning,finance,1.85575025769575,1.9628950683777768,0.8854297842698936,4.333333333333333,5,3,0.04267469186821812,0.8973511818865388,5,5,5,5,5,5,5,4,0,1,said_correct
67edb75b0744561f1cf6ff9d,R_7VGuTO8xFPrvVU5,medical_102,1,reasoning,medical,1.85575025769575,1.9628950683777768,0.8854297842698936,4.333333333333333,5,3,0.04267469186821812,0.8973511818865388,5,5,5,5,5,5,5,4,1,1,said_correct
67edb75b0744561f1cf6ff9d,R_7VGuTO8xFPrvVU5,misinfo_109,0,reasoning,misinfo,1.85575025769575,1.9628950683777768,0.8854297842698936,4.333333333333333,5,3,0.04267469186821812,0.8973511818865388,5,5,5,5,5,5,5,5,0,1,said_correct
67e5ebfad8af26b1bb60e460,R_5lVy0hfF4jVRRlw,legal_29,0,reasoning,legal,2.411919166096075,1.7375339813079975,0.8854297842698936,4.833333333333333,4.8,3,0.04267469186821812,0.8973511818865388,3,4,3,3,3,3,4,5,0,1,said_correct
67e5ebfad8af26b1bb60e460,R_5lVy0hfF4jVRRlw,math_15,1,reasoning,math,2.411919166096075,1.7375339813079975,0.8854297842698936,4.833333333333333,4.8,3,0.04267469186821812,0.8973511818865388,3,4,3,3,3,3,5,5,0,0,said_incorrect
67e5ebfad8af26b1bb60e460,R_5lVy0hfF4jVRRlw,finance_24,1,reasoning,finance,2.411919166096075,1.7375339813079975,0.8854297842698936,4.833333333333333,4.8,3,0.04267469186821812,0.8973511818865388,3,4,3,3,3,3,5,5,1,1,said_correct
67e5ebfad8af26b1bb60e460,R_5lVy0hfF4jVRRlw,medical_104,1,reasoning,medical,2.411919166096075,1.7375339813079975,0.8854297842698936,4.833333333333333,4.8,3,0.04267469186821812,0.8973511818865388,3,4,3,3,3,3,5,5,1,1,said_correct
67e5ebfad8af26b1bb60e460,R_5lVy0hfF4jVRRlw,misinfo_108,0,reasoning,misinfo,2.411919166096075,1.7375339813079975,0.8854297842698936,4.833333333333333,4.8,3,0.04267469186821812,0.8973511818865388,3,4,3,3,3,3,5,5,0,1,said_correct
65e4124826438fd6dc97bd7e,R_75WQisIHFHhvtSi,legal_22,0,reasoning,legal,1.1141917131619838,1.2868118071684396,-0.008943735194645197,3.6666666666666665,4.4,2,1.1095419885736704,-0.3665237221790089,4,4,5,5,4,5,4,3,1,0,said_incorrect
65e4124826438fd6dc97bd7e,R_75WQisIHFHhvtSi,math_15,0,reasoning,math,1.1141917131619838,1.2868118071684396,-0.008943735194645197,3.6666666666666665,4.4,2,1.1095419885736704,-0.3665237221790089,4,4,5,5,4,5,4,4,0,1,said_correct
65e4124826438fd6dc97bd7e,R_75WQisIHFHhvtSi,finance_25,1,reasoning,finance,1.1141917131619838,1.2868118071684396,-0.008943735194645197,3.6666666666666665,4.4,2,1.1095419885736704,-0.3665237221790089,4,4,5,5,4,5,4,4,1,1,said_correct
65e4124826438fd6dc97bd7e,R_75WQisIHFHhvtSi,medical_100,1,reasoning,medical,1.1141917131619838,1.2868118071684396,-0.008943735194645197,3.6666666666666665,4.4,2,1.1095419885736704,-0.3665237221790089,4,4,5,5,4,5,5,3,1,1,said_correct
65e4124826438fd6dc97bd7e,R_75WQisIHFHhvtSi,misinfo_101,1,reasoning,misinfo,1.1141917131619838,1.2868118071684396,-0.008943735194645197,3.6666666666666665,4.4,2,1.1095419885736704,-0.3665237221790089,4,4,5,5,4,5,5,5,1,1,said_correct
66e4c4358de330a06b4d33f1,R_5PUAeuxvhmtsxtn,legal_26,1,reasoning,legal,-0.5543150120389906,0.16000637181954314,0.8854297842698936,2.1666666666666665,3.4,3,0.04267469186821812,-0.3665237221790089,2,1,1,4,5,5,4,2,1,1,said_correct
66e4c4358de330a06b4d33f1,R_5PUAeuxvhmtsxtn,math_17,1,reasoning,math,-0.5543150120389906,0.16000637181954314,0.8854297842698936,2.1666666666666665,3.4,3,0.04267469186821812,-0.3665237221790089,2,1,1,4,5,5,4,2,0,0,said_incorrect
66e4c4358de330a06b4d33f1,R_5PUAeuxvhmtsxtn,finance_24,1,reasoning,finance,-0.5543150120389906,0.16000637181954314,0.8854297842698936,2.1666666666666665,3.4,3,0.04267469186821812,-0.3665237221790089,2,1,1,4,5,5,3,1,1,1,said_correct
66e4c4358de330a06b4d33f1,R_5PUAeuxvhmtsxtn,medical_100,1,reasoning,medical,-0.5543150120389906,0.16000637181954314,0.8854297842698936,2.1666666666666665,3.4,3,0.04267469186821812,-0.3665237221790089,2,1,1,4,5,5,1,1,1,1,said_correct
66e4c4358de330a06b4d33f1,R_5PUAeuxvhmtsxtn,misinfo_102,1,reasoning,misinfo,-0.5543150120389906,0.16000637181954314,0.8854297842698936,2.1666666666666665,3.4,3,0.04267469186821812,-0.3665237221790089,2,1,1,4,5,5,5,4,1,1,said_correct
67d8a842726644308266e91f,R_5S6N8Uhh6gsaJ92,legal_25,1,reasoning,legal,2.226529529962634,1.7375339813079975,-0.008943735194645197,4.666666666666667,4.8,2,-1.024192604837234,2.1612260859520864,4,4,4,5,5,5,5,4,1,1,said_correct
67d8a842726644308266e91f,R_5S6N8Uhh6gsaJ92,math_23,1,reasoning,math,2.226529529962634,1.7375339813079975,-0.008943735194645197,4.666666666666667,4.8,2,-1.024192604837234,2.1612260859520864,4,4,4,5,5,5,5,5,1,1,said_correct
67d8a842726644308266e91f,R_5S6N8Uhh6gsaJ92,finance_23,1,reasoning,finance,2.226529529962634,1.7375339813079975,-0.008943735194645197,4.666666666666667,4.8,2,-1.024192604837234,2.1612260859520864,4,4,4,5,5,5,4,4,1,1,said_correct
67d8a842726644308266e91f,R_5S6N8Uhh6gsaJ92,medical_107,1,reasoning,medical,2.226529529962634,1.7375339813079975,-0.008943735194645197,4.666666666666667,4.8,2,-1.024192604837234,2.1612260859520864,4,4,4,5,5,5,5,5,0,0,said_incorrect
67d8a842726644308266e91f,R_5S6N8Uhh6gsaJ92,misinfo_107,0,reasoning,misinfo,2.226529529962634,1.7375339813079975,-0.008943735194645197,4.666666666666667,4.8,2,-1.024192604837234,2.1612260859520864,4,4,4,5,5,5,5,5,0,1,said_correct
65bfa2967c731d263eb29732,R_7MSUJHip18NDnIZ,legal_25,1,reasoning,legal,-0.18353573977210721,0.16000637181954314,-0.008943735194645197,2.5,3.4,2,-1.024192604837234,-0.3665237221790089,5,5,5,5,5,5,5,2,1,1,said_correct
65bfa2967c731d263eb29732,R_7MSUJHip18NDnIZ,math_15,0,reasoning,math,-0.18353573977210721,0.16000637181954314,-0.008943735194645197,2.5,3.4,2,-1.024192604837234,-0.3665237221790089,5,5,5,5,5,5,3,3,0,1,said_correct
65bfa2967c731d263eb29732,R_7MSUJHip18NDnIZ,finance_23,1,reasoning,finance,-0.18353573977210721,0.16000637181954314,-0.008943735194645197,2.5,3.4,2,-1.024192604837234,-0.3665237221790089,5,5,5,5,5,5,3,3,1,1,said_correct
65bfa2967c731d263eb29732,R_7MSUJHip18NDnIZ,medical_101,1,reasoning,medical,-0.18353573977210721,0.16000637181954314,-0.008943735194645197,2.5,3.4,2,-1.024192604837234,-0.3665237221790089,5,5,5,5,5,5,4,2,1,1,said_correct
65bfa2967c731d263eb29732,R_7MSUJHip18NDnIZ,misinfo_102,1,reasoning,misinfo,-0.18353573977210721,0.16000637181954314,-0.008943735194645197,2.5,3.4,2,-1.024192604837234,-0.3665237221790089,5,5,5,5,5,5,2,2,1,1,said_correct
5e4b793f03c92a08a6d28e3f,R_3iuiKkgpRT6Fspr,legal_31,0,reasoning,legal,-1.110483920439315,-0.5160768893897946,0.8854297842698936,1.6666666666666667,2.8,3,1.1095419885736704,-0.3665237221790089,3,2,3,4,3,4,3,2,0,1,said_correct
5e4b793f03c92a08a6d28e3f,R_3iuiKkgpRT6Fspr,math_14,1,reasoning,math,-1.110483920439315,-0.5160768893897946,0.8854297842698936,1.6666666666666667,2.8,3,1.1095419885736704,-0.3665237221790089,3,2,3,4,3,4,3,1,1,1,said_correct
5e4b793f03c92a08a6d28e3f,R_3iuiKkgpRT6Fspr,finance_25,1,reasoning,finance,-1.110483920439315,-0.5160768893897946,0.8854297842698936,1.6666666666666667,2.8,3,1.1095419885736704,-0.3665237221790089,3,2,3,4,3,4,2,1,1,1,said_correct
5e4b793f03c92a08a6d28e3f,R_3iuiKkgpRT6Fspr,medical_101,1,reasoning,medical,-1.110483920439315,-0.5160768893897946,0.8854297842698936,1.6666666666666667,2.8,3,1.1095419885736704,-0.3665237221790089,3,2,3,4,3,4,3,1,1,1,said_correct
5e4b793f03c92a08a6d28e3f,R_3iuiKkgpRT6Fspr,misinfo_106,0,reasoning,misinfo,-1.110483920439315,-0.5160768893897946,0.8854297842698936,1.6666666666666667,2.8,3,1.1095419885736704,-0.3665237221790089,3,2,3,4,3,4,3,2,0,1,said_correct
582474a8aac01b0001e45ef9,R_1WMhBRnWUe5Ez0S,legal_31,1,reasoning,legal,0.18724353249477613,-0.5160768893897946,-0.903317254659184,2.8333333333333335,2.8,1,-1.024192604837234,-0.3665237221790089,2,3,2,2,3,2,4,5,0,0,said_incorrect
582474a8aac01b0001e45ef9,R_1WMhBRnWUe5Ez0S,math_16,1,reasoning,math,0.18724353249477613,-0.5160768893897946,-0.903317254659184,2.8333333333333335,2.8,1,-1.024192604837234,-0.3665237221790089,2,3,2,2,3,2,1,1,1,1,said_correct
582474a8aac01b0001e45ef9,R_1WMhBRnWUe5Ez0S,finance_21,1,reasoning,finance,0.18724353249477613,-0.5160768893897946,-0.903317254659184,2.8333333333333335,2.8,1,-1.024192604837234,-0.3665237221790089,2,3,2,2,3,2,1,1,1,1,said_correct
582474a8aac01b0001e45ef9,R_1WMhBRnWUe5Ez0S,medical_100,1,reasoning,medical,0.18724353249477613,-0.5160768893897946,-0.903317254659184,2.8333333333333335,2.8,1,-1.024192604837234,-0.3665237221790089,2,3,2,2,3,2,3,2,1,1,said_correct
582474a8aac01b0001e45ef9,R_1WMhBRnWUe5Ez0S,misinfo_100,1,reasoning,misinfo,0.18724353249477613,-0.5160768893897946,-0.903317254659184,2.8333333333333335,2.8,1,-1.024192604837234,-0.3665237221790089,2,3,2,2,3,2,5,5,1,1,said_correct
583b397f54686200010f1d20,R_1M3u44E25XLF72A,legal_22,1,reasoning,legal,-0.36892537590554864,-1.4175212376689112,-0.008943735194645197,2.3333333333333335,2,2,0.04267469186821812,0.8973511818865388,1,1,1,5,3,3,2,2,1,1,said_correct
583b397f54686200010f1d20,R_1M3u44E25XLF72A,math_19,0,reasoning,math,-0.36892537590554864,-1.4175212376689112,-0.008943735194645197,2.3333333333333335,2,2,0.04267469186821812,0.8973511818865388,1,1,1,5,3,3,3,3,0,1,said_correct
583b397f54686200010f1d20,R_1M3u44E25XLF72A,finance_22,1,reasoning,finance,-0.36892537590554864,-1.4175212376689112,-0.008943735194645197,2.3333333333333335,2,2,0.04267469186821812,0.8973511818865388,1,1,1,5,3,3,3,3,1,1,said_correct
583b397f54686200010f1d20,R_1M3u44E25XLF72A,medical_106,0,reasoning,medical,-0.36892537590554864,-1.4175212376689112,-0.008943735194645197,2.3333333333333335,2,2,0.04267469186821812,0.8973511818865388,1,1,1,5,3,3,1,1,0,1,said_correct
583b397f54686200010f1d20,R_1M3u44E25XLF72A,misinfo_103,0,reasoning,misinfo,-0.36892537590554864,-1.4175212376689112,-0.008943735194645197,2.3333333333333335,2,2,0.04267469186821812,0.8973511818865388,1,1,1,5,3,3,1,1,1,0,said_incorrect
66fdd6ecd96e23c98cf47a4a,R_3CTTuHR63auK3N7,legal_28,0,reasoning,legal,0.37263316862821755,0.16000637181954314,-0.903317254659184,3,3.4,1,1.1095419885736704,-0.3665237221790089,4,4,4,4,5,4,5,4,0,1,said_correct
66fdd6ecd96e23c98cf47a4a,R_3CTTuHR63auK3N7,math_23,1,reasoning,math,0.37263316862821755,0.16000637181954314,-0.903317254659184,3,3.4,1,1.1095419885736704,-0.3665237221790089,4,4,4,4,5,4,3,2,1,1,said_correct
66fdd6ecd96e23c98cf47a4a,R_3CTTuHR63auK3N7,finance_25,0,reasoning,finance,0.37263316862821755,0.16000637181954314,-0.903317254659184,3,3.4,1,1.1095419885736704,-0.3665237221790089,4,4,4,4,5,4,2,2,1,0,said_incorrect
66fdd6ecd96e23c98cf47a4a,R_3CTTuHR63auK3N7,medical_101,1,reasoning,medical,0.37263316862821755,0.16000637181954314,-0.903317254659184,3,3.4,1,1.1095419885736704,-0.3665237221790089,4,4,4,4,5,4,3,4,1,1,said_correct
66fdd6ecd96e23c98cf47a4a,R_3CTTuHR63auK3N7,misinfo_104,0,reasoning,misinfo,0.37263316862821755,0.16000637181954314,-0.903317254659184,3,3.4,1,1.1095419885736704,-0.3665237221790089,4,4,4,4,5,4,4,3,0,1,said_correct
65c1220d6b274235bd3ea120,R_12MuHTLkrPyMEYZ,legal_23,1,reasoning,legal,0.743412440895101,-0.06535471525023577,-1.7976907741237227,3.3333333333333335,3.2,0,1.1095419885736704,-0.3665237221790089,3,2,2,2,2,2,3,4,1,1,said_correct
65c1220d6b274235bd3ea120,R_12MuHTLkrPyMEYZ,math_21,1,reasoning,math,0.743412440895101,-0.06535471525023577,-1.7976907741237227,3.3333333333333335,3.2,0,1.1095419885736704,-0.3665237221790089,3,2,2,2,2,2,2,3,1,1,said_correct
65c1220d6b274235bd3ea120,R_12MuHTLkrPyMEYZ,finance_23,1,reasoning,finance,0.743412440895101,-0.06535471525023577,-1.7976907741237227,3.3333333333333335,3.2,0,1.1095419885736704,-0.3665237221790089,3,2,2,2,2,2,4,3,1,1,said_correct
65c1220d6b274235bd3ea120,R_12MuHTLkrPyMEYZ,medical_108,0,reasoning,medical,0.743412440895101,-0.06535471525023577,-1.7976907741237227,3.3333333333333335,3.2,0,1.1095419885736704,-0.3665237221790089,3,2,2,2,2,2,3,3,0,1,said_correct
65c1220d6b274235bd3ea120,R_12MuHTLkrPyMEYZ,misinfo_107,0,reasoning,misinfo,0.743412440895101,-0.06535471525023577,-1.7976907741237227,3.3333333333333335,3.2,0,1.1095419885736704,-0.3665237221790089,3,2,2,2,2,2,4,4,0,1,said_correct
5ed91d3f31d9c60a8ac27018,R_51pFsFL9nlwhvZQ,legal_28,1,reasoning,legal,-0.36892537590554864,-0.7414379764595735,-0.008943735194645197,2.3333333333333335,2.6,2,3.2432765819845746,-0.3665237221790089,2,2,2,2,2,2,3,2,0,0,said_incorrect
5ed91d3f31d9c60a8ac27018,R_51pFsFL9nlwhvZQ,math_20,0,reasoning,math,-0.36892537590554864,-0.7414379764595735,-0.008943735194645197,2.3333333333333335,2.6,2,3.2432765819845746,-0.3665237221790089,2,2,2,2,2,2,2,1,1,0,said_incorrect
5ed91d3f31d9c60a8ac27018,R_51pFsFL9nlwhvZQ,finance_30,1,reasoning,finance,-0.36892537590554864,-0.7414379764595735,-0.008943735194645197,2.3333333333333335,2.6,2,3.2432765819845746,-0.3665237221790089,2,2,2,2,2,2,1,1,0,0,said_incorrect
5ed91d3f31d9c60a8ac27018,R_51pFsFL9nlwhvZQ,medical_101,1,reasoning,medical,-0.36892537590554864,-0.7414379764595735,-0.008943735194645197,2.3333333333333335,2.6,2,3.2432765819845746,-0.3665237221790089,2,2,2,2,2,2,3,3,1,1,said_correct
5ed91d3f31d9c60a8ac27018,R_51pFsFL9nlwhvZQ,misinfo_101,1,reasoning,misinfo,-0.36892537590554864,-0.7414379764595735,-0.008943735194645197,2.3333333333333335,2.6,2,3.2432765819845746,-0.3665237221790089,2,2,2,2,2,2,4,4,1,1,said_correct
66463e4efb99fba5a67a010a,R_5PyIb1KrUxplAJH,legal_30,0,reasoning,legal,0.558022804761659,-0.2907158023200152,0.8854297842698936,3.1666666666666665,3,3,-1.024192604837234,0.8973511818865388,4,4,4,4,4,4,5,5,0,1,said_correct
66463e4efb99fba5a67a010a,R_5PyIb1KrUxplAJH,math_19,0,reasoning,math,0.558022804761659,-0.2907158023200152,0.8854297842698936,3.1666666666666665,3,3,-1.024192604837234,0.8973511818865388,4,4,4,4,4,4,2,3,0,1,said_correct
66463e4efb99fba5a67a010a,R_5PyIb1KrUxplAJH,finance_27,1,reasoning,finance,0.558022804761659,-0.2907158023200152,0.8854297842698936,3.1666666666666665,3,3,-1.024192604837234,0.8973511818865388,4,4,4,4,4,4,1,3,0,0,said_incorrect
66463e4efb99fba5a67a010a,R_5PyIb1KrUxplAJH,medical_108,0,reasoning,medical,0.558022804761659,-0.2907158023200152,0.8854297842698936,3.1666666666666665,3,3,-1.024192604837234,0.8973511818865388,4,4,4,4,4,4,3,1,0,1,said_correct
66463e4efb99fba5a67a010a,R_5PyIb1KrUxplAJH,misinfo_100,1,reasoning,misinfo,0.558022804761659,-0.2907158023200152,0.8854297842698936,3.1666666666666665,3,3,-1.024192604837234,0.8973511818865388,4,4,4,4,4,4,4,3,1,1,said_correct
607778a26ff3de83125f50c5,R_9fINXepmnTOzMvy,legal_23,0,reasoning,legal,-0.5543150120389906,-0.2907158023200152,0.8854297842698936,2.1666666666666665,3,3,-1.024192604837234,-0.3665237221790089,2,2,2,2,2,1,3,1,1,0,said_incorrect
607778a26ff3de83125f50c5,R_9fINXepmnTOzMvy,math_20,1,reasoning,math,-0.5543150120389906,-0.2907158023200152,0.8854297842698936,2.1666666666666665,3,3,-1.024192604837234,-0.3665237221790089,2,2,2,2,2,1,3,2,1,1,said_correct
607778a26ff3de83125f50c5,R_9fINXepmnTOzMvy,finance_22,0,reasoning,finance,-0.5543150120389906,-0.2907158023200152,0.8854297842698936,2.1666666666666665,3,3,-1.024192604837234,-0.3665237221790089,2,2,2,2,2,1,2,2,1,0,said_incorrect
607778a26ff3de83125f50c5,R_9fINXepmnTOzMvy,medical_106,1,reasoning,medical,-0.5543150120389906,-0.2907158023200152,0.8854297842698936,2.1666666666666665,3,3,-1.024192604837234,-0.3665237221790089,2,2,2,2,2,1,3,2,0,0,said_incorrect
607778a26ff3de83125f50c5,R_9fINXepmnTOzMvy,misinfo_106,1,reasoning,misinfo,-0.5543150120389906,-0.2907158023200152,0.8854297842698936,2.1666666666666665,3,3,-1.024192604837234,-0.3665237221790089,2,2,2,2,2,1,4,3,0,0,said_incorrect
5ae12548dee8590001b08925,R_7tR5MB4OnKJ5O4F,legal_26,1,reasoning,legal,-1.110483920439315,0.16000637181954314,0.8854297842698936,1.6666666666666667,3.4,3,2.1764092852791226,-1.6303986262445567,2,3,4,4,4,4,5,1,1,1,said_correct
5ae12548dee8590001b08925,R_7tR5MB4OnKJ5O4F,math_14,1,reasoning,math,-1.110483920439315,0.16000637181954314,0.8854297842698936,1.6666666666666667,3.4,3,2.1764092852791226,-1.6303986262445567,2,3,4,4,4,4,1,1,1,1,said_correct
5ae12548dee8590001b08925,R_7tR5MB4OnKJ5O4F,finance_22,1,reasoning,finance,-1.110483920439315,0.16000637181954314,0.8854297842698936,1.6666666666666667,3.4,3,2.1764092852791226,-1.6303986262445567,2,3,4,4,4,4,3,1,1,1,said_correct
5ae12548dee8590001b08925,R_7tR5MB4OnKJ5O4F,medical_102,1,reasoning,medical,-1.110483920439315,0.16000637181954314,0.8854297842698936,1.6666666666666667,3.4,3,2.1764092852791226,-1.6303986262445567,2,3,4,4,4,4,4,3,1,1,said_correct
5ae12548dee8590001b08925,R_7tR5MB4OnKJ5O4F,misinfo_103,1,reasoning,misinfo,-1.110483920439315,0.16000637181954314,0.8854297842698936,1.6666666666666667,3.4,3,2.1764092852791226,-1.6303986262445567,2,3,4,4,4,4,4,2,1,1,said_correct
61363ce02e6022a741d63a6e,R_685dKaB9Y1aOdc5,legal_27,1,reasoning,legal,1.484970985428867,0.38536745888932256,-1.7976907741237227,4,3.6,0,0.04267469186821812,0.8973511818865388,3,4,3,3,4,3,3,4,0,0,said_incorrect
